,BA,Accuracy,Recall,f1_score,roc_auc,pr_auc,cv,data,train_time,prediction_time,alpha,sigma_mul,T,t,cutoff
0,0.5701754385964912,0.7833333333333333,0.8070175438596491,0.8761904761904762,0.5906432748538012,0.058443059728249445,0,Wine,4.941042184829712,4.363059997558594e-05,0.05,1.5,0.5,10,0.06
0,0.42105263157894735,0.8,0.8421052631578947,0.8888888888888888,0.3742690058479532,0.037483511494843594,1,Wine,3.8580591678619385,4.363059997558594e-05,0.05,1.5,0.5,10,0.06
0,0.4473684210526316,0.85,0.8947368421052632,0.918918918918919,0.28070175438596495,0.03917299824663939,2,Wine,4.542542457580566,4.124641418457031e-05,0.05,1.5,0.5,10,0.06
0,0.6140350877192983,0.8666666666666667,0.8947368421052632,0.9272727272727272,0.6140350877192983,0.3762877845695183,3,Wine,3.6844067573547363,4.2438507080078125e-05,0.05,1.5,0.5,10,0.06
0,0.45614035087719296,0.8666666666666667,0.9122807017543859,0.9285714285714285,0.1754385964912281,0.028412720023985365,4,Wine,4.334462881088257,3.9577484130859375e-05,0.05,1.5,0.5,10,0.06
0,0.41228070175438597,0.7833333333333333,0.8245614035087719,0.8785046728971964,0.5029239766081872,0.048453391152430275,5,Wine,3.344709873199463,4.00543212890625e-05,0.05,1.5,0.5,10,0.06
0,0.543859649122807,0.7333333333333333,0.7543859649122807,0.8431372549019609,0.5438596491228069,0.06002870586203919,6,Wine,3.390723466873169,5.030632019042969e-05,0.05,1.5,0.5,10,0.06
0,0.39473684210526316,0.75,0.7894736842105263,0.8571428571428572,0.2748538011695907,0.0321151612173203,7,Wine,3.20866060256958,4.5299530029296875e-05,0.05,1.5,0.5,10,0.06
0,0.7807017543859649,0.8833333333333333,0.8947368421052632,0.9357798165137614,0.6549707602339182,0.2089130873159911,8,Wine,3.654728412628174,3.910064697265625e-05,0.05,1.5,0.5,10,0.06
0,0.42105263157894735,0.8,0.8421052631578947,0.8888888888888888,0.058479532163742694,0.026335204866278314,9,Wine,2.8554344177246094,4.315376281738281e-05,0.05,1.5,0.5,10,0.06
0,0.8923076923076922,0.7941176470588235,0.7846153846153846,0.8793103448275863,0.9076923076923078,0.1806998556998557,0,ArrowHead,3.602057933807373,4.267692565917969e-05,0.05,1.5,0.5,20,0.06
0,0.7717948717948717,0.8676470588235294,0.8769230769230769,0.9268292682926829,0.9076923076923076,0.20158730158730157,1,ArrowHead,5.584835052490234,4.315376281738281e-05,0.05,1.5,0.5,20,0.06
0,0.9153846153846155,0.8382352941176471,0.8307692307692308,0.907563025210084,0.8974358974358974,0.1654882154882155,2,ArrowHead,5.475329399108887,4.220008850097656e-05,0.05,1.5,0.5,20,0.06
0,0.7794871794871795,0.8823529411764706,0.8923076923076924,0.9354838709677421,0.8205128205128205,0.14522441160372193,3,ArrowHead,6.4038145542144775,4.00543212890625e-05,0.05,1.5,0.5,20,0.06
0,0.6051282051282051,0.8529411764705882,0.8769230769230769,0.9193548387096773,0.8153846153846154,0.10058827624617098,4,ArrowHead,7.004164218902588,4.315376281738281e-05,0.05,1.5,0.5,20,0.06
0,0.9076923076923077,0.8235294117647058,0.8153846153846154,0.8983050847457628,0.8512820512820514,0.1209054834054834,5,ArrowHead,6.389679908752441,4.220008850097656e-05,0.05,1.5,0.5,20,0.06
0,0.7102564102564102,0.75,0.7538461538461538,0.8521739130434782,0.8461538461538461,0.16486291486291488,6,ArrowHead,6.786986589431763,4.458427429199219e-05,0.05,1.5,0.5,20,0.06
0,0.45384615384615384,0.8676470588235294,0.9076923076923077,0.9291338582677167,0.7487179487179487,0.07651427731519266,7,ArrowHead,7.688536882400513,3.981590270996094e-05,0.05,1.5,0.5,20,0.06
0,0.5666666666666667,0.7794117647058824,0.8,0.8739495798319328,0.8512820512820513,0.1655228758169935,8,ArrowHead,4.827986240386963,4.1961669921875e-05,0.05,1.5,0.5,20,0.06
0,0.4307692307692308,0.8235294117647058,0.8615384615384616,0.903225806451613,0.5641025641025641,0.05848887697796616,9,ArrowHead,2.8769118785858154,4.124641418457031e-05,0.05,1.5,0.5,20,0.06
0,0.6633064516129032,0.9233128834355828,0.9516129032258065,0.959349593495935,0.8118951612903226,0.28597459947298365,0,CBF,61.764432430267334,0.00011110305786132812,0.05,1.5,0.5,20,0.06
0,0.7042338709677419,0.9447852760736196,0.9709677419354839,0.9709677419354839,0.8268145161290323,0.34613817434901517,1,CBF,61.66664242744446,0.00010251998901367188,0.05,1.5,0.5,20,0.06
0,0.6633064516129032,0.9233128834355828,0.9516129032258065,0.959349593495935,0.653024193548387,0.2583367042446089,2,CBF,49.9865517616272,0.00012826919555664062,0.05,1.5,0.5,20,0.06
0,0.6600806451612904,0.9171779141104295,0.9451612903225807,0.9559543230016314,0.7332661290322581,0.3248867679218407,3,CBF,52.732078552246094,0.00012493133544921875,0.05,1.5,0.5,20,0.06
0,0.7209677419354839,0.9202453987730062,0.9419354838709677,0.9573770491803278,0.8328629032258064,0.3404072272242296,4,CBF,41.75607347488403,0.000110626220703125,0.05,1.5,0.5,20,0.06
0,0.6008064516129032,0.9171779141104295,0.9516129032258065,0.9562398703403566,0.7997983870967742,0.2877961989965859,5,CBF,65.15766549110413,0.00010800361633300781,0.05,1.5,0.5,20,0.06
0,0.6649193548387097,0.9263803680981595,0.9548387096774194,0.9610389610389611,0.8286290322580645,0.2608316063196655,6,CBF,58.25961661338806,9.608268737792969e-05,0.05,1.5,0.5,20,0.06
0,0.6024193548387097,0.9202453987730062,0.9548387096774194,0.9579288025889967,0.8008064516129031,0.23997796100956634,7,CBF,45.03280854225159,0.00022125244140625,0.05,1.5,0.5,20,0.06
0,0.6616935483870967,0.9202453987730062,0.9483870967741935,0.9576547231270358,0.8358870967741935,0.3456230983968123,8,CBF,44.408509731292725,0.00013566017150878906,0.05,1.5,0.5,20,0.06
0,0.6681451612903226,0.9325153374233128,0.9612903225806452,0.964401294498382,0.73125,0.2972628712070692,9,CBF,44.23534607887268,0.00010609626770019531,0.05,1.5,0.5,20,0.06
0,0.4937307692307692,0.9039923954372624,0.949,0.9494747373686845,0.4643846153846154,0.044897905733451586,0,ChlorineConcentration,596.041561126709,0.001771688461303711,0.05,1.5,0.5,20,0.06
0,0.4806153846153846,0.8963878326996197,0.942,0.9453085800301053,0.34944230769230766,0.034503006418892535,1,ChlorineConcentration,313.0342221260071,0.0020322799682617188,0.05,1.5,0.5,20,0.06
0,0.4937307692307692,0.9039923954372624,0.949,0.9494747373686845,0.4690576923076923,0.04415479343103299,2,ChlorineConcentration,237.04209089279175,0.0017001628875732422,0.05,1.5,0.5,20,0.06
0,0.4846153846153846,0.9039923954372624,0.95,0.9495252373813093,0.4525192307692308,0.0423984378434964,3,ChlorineConcentration,227.60829544067383,0.0020911693572998047,0.05,1.5,0.5,20,0.06
0,0.473,0.8992395437262357,0.946,0.9469469469469469,0.4070769230769231,0.037732127322693154,4,ChlorineConcentration,204.3949978351593,0.0017354488372802734,0.05,1.5,0.5,20,0.06
0,0.474,0.9011406844106464,0.948,0.948,0.3800192307692308,0.035955090639479256,5,ChlorineConcentration,597.9988477230072,0.0020220279693603516,0.05,1.5,0.5,20,0.06
0,0.4841153846153846,0.903041825095057,0.949,0.949,0.4413076923076923,0.0410409230892216,6,ChlorineConcentration,296.320867061615,0.0017087459564208984,0.05,1.5,0.5,20,0.06
0,0.472,0.8973384030418251,0.944,0.9458917835671342,0.43078846153846156,0.04009051814746009,7,ChlorineConcentration,235.60957264900208,0.0020627975463867188,0.05,1.5,0.5,20,0.06
0,0.5033461538461538,0.9049429657794676,0.949,0.9499499499499499,0.42057692307692307,0.04103441839889563,8,ChlorineConcentration,224.30464553833008,0.0013279914855957031,0.05,1.5,0.5,20,0.06
0,0.5220769230769231,0.905893536121673,0.948,0.950375939849624,0.3566730769230769,0.039281482030079154,9,ChlorineConcentration,206.0217673778534,0.0018775463104248047,0.05,1.5,0.5,20,0.06
0,0.5488721804511278,0.9142857142857143,0.9548872180451128,0.9548872180451128,0.7712137486573577,0.23859574447755882,0,ECG200,13.307472467422485,6.67572021484375e-05,0.05,1.5,0.5,20,0.06
0,0.8120300751879699,0.9,0.9097744360902256,0.9453125000000001,0.9237379162191193,0.23368303731749107,1,ECG200,12.249112606048584,5.793571472167969e-05,0.05,1.5,0.5,20,0.06
0,0.744360902255639,0.9,0.9172932330827067,0.945736434108527,0.8098818474758326,0.18557745332153755,2,ECG200,13.533716201782227,5.8650970458984375e-05,0.05,1.5,0.5,20,0.06
0,0.6729323308270676,0.8928571428571429,0.9172932330827067,0.942084942084942,0.8732545649838882,0.18630182004510681,3,ECG200,8.955695629119873,5.817413330078125e-05,0.05,1.5,0.5,20,0.06
0,0.5864661654135338,0.8571428571428571,0.8872180451127819,0.9218749999999999,0.7615467239527389,0.1252962695055459,4,ECG200,7.795464277267456,5.507469177246094e-05,0.05,1.5,0.5,20,0.06
0,0.7330827067669172,0.8785714285714286,0.8947368421052632,0.9333333333333333,0.7851772287862513,0.17302789228844537,5,ECG200,12.858111381530762,5.4836273193359375e-05,0.05,1.5,0.5,20,0.06
0,0.6766917293233082,0.9,0.924812030075188,0.9461538461538462,0.8517722878625134,0.15343161187920146,6,ECG200,14.994868755340576,5.6743621826171875e-05,0.05,1.5,0.5,20,0.06
0,0.537593984962406,0.8928571428571429,0.9323308270676691,0.9429657794676807,0.7207303974221266,0.1135241251189318,7,ECG200,12.49428677558899,6.508827209472656e-05,0.05,1.5,0.5,20,0.06
0,0.68796992481203,0.9214285714285714,0.9473684210526315,0.9581749049429658,0.7765843179377013,0.17211160789703636,8,ECG200,9.448825597763062,6.389617919921875e-05,0.05,1.5,0.5,20,0.06
0,0.7481203007518797,0.9071428571428571,0.924812030075188,0.9498069498069498,0.7959183673469388,0.1887111631013627,9,ECG200,10.775984764099121,5.6743621826171875e-05,0.05,1.5,0.5,20,0.06
0,0.6673716309266181,0.9161290322580645,0.9434389140271493,0.9553264604810997,0.8804839661617155,0.36645236713287316,0,ECGFiveDays,113.8712203502655,0.0002498626708984375,0.05,1.5,0.5,20,0.06
0,0.6501573873696636,0.9225806451612903,0.9524886877828054,0.958997722095672,0.7761164666535512,0.17538607234252113,1,ECGFiveDays,96.1778085231781,0.0002827644348144531,0.05,1.5,0.5,20,0.06
0,0.6558134959669486,0.9333333333333333,0.9638009049773756,0.9648924122310306,0.8613023804839662,0.22534240972415218,2,ECGFiveDays,90.08604884147644,0.0003025531768798828,0.05,1.5,0.5,20,0.06
0,0.6363368089710801,0.9354838709677419,0.9683257918552036,0.9661399548532732,0.8281526657485737,0.3126024929136789,3,ECGFiveDays,135.21476674079895,0.00018358230590820312,0.05,1.5,0.5,20,0.06
0,0.5905961046626008,0.9268817204301075,0.9638009049773756,0.961625282167043,0.7775919732441472,0.14099387385756998,4,ECGFiveDays,95.03847670555115,0.0002675056457519531,0.05,1.5,0.5,20,0.06
0,0.6044166830611843,0.9139784946236559,0.9479638009049773,0.9544419134396355,0.8350383631713555,0.15859267403639285,5,ECGFiveDays,102.39892816543579,0.00021409988403320312,0.05,1.5,0.5,20,0.06
0,0.5849399960653158,0.9161290322580645,0.9524886877828054,0.9557321225879681,0.8817627385402321,0.2857554589722184,6,ECGFiveDays,96.8154993057251,0.00025153160095214844,0.05,1.5,0.5,20,0.06
0,0.7303265787920519,0.9182795698924732,0.9389140271493213,0.9562211981566819,0.8623844186504034,0.2611615251699715,7,ECGFiveDays,118.3559160232544,0.0003542900085449219,0.05,1.5,0.5,20,0.06
0,0.6730277395239033,0.9268817204301075,0.9547511312217195,0.9612756264236902,0.8581546330906945,0.34035355215001195,8,ECGFiveDays,124.76936721801758,0.00019240379333496094,0.05,1.5,0.5,20,0.06
0,0.5654633090694472,0.9182795698924732,0.9570135746606335,0.9570135746606335,0.8153649419634075,0.16347673523069334,9,ECGFiveDays,82.68747186660767,0.0002455711364746094,0.05,1.5,0.5,20,0.06
0,0.9450000000000001,0.8952380952380953,0.89,0.9417989417989417,0.9440000000000001,0.33645021645021644,0,GunPoint,8.034447193145752,5.1975250244140625e-05,0.05,1.5,0.5,20,0.06
0,0.835,0.8666666666666667,0.87,0.925531914893617,0.9239999999999999,0.2558593285799168,1,GunPoint,7.801709175109863,4.863739013671875e-05,0.05,1.5,0.5,20,0.06
0,0.74,0.8666666666666667,0.88,0.9263157894736842,0.9,0.19179069296716356,2,GunPoint,10.803723812103271,5.2928924560546875e-05,0.05,1.5,0.5,20,0.06
0,0.73,0.8476190476190476,0.86,0.9148936170212766,0.864,0.14356897144822842,3,GunPoint,8.880844116210938,5.078315734863281e-05,0.05,1.5,0.5,20,0.06
0,0.8400000000000001,0.8761904761904762,0.88,0.9312169312169312,0.8240000000000001,0.36501095148982476,4,GunPoint,6.845703125,5.14984130859375e-05,0.05,1.5,0.5,20,0.06
0,0.76,0.9047619047619048,0.92,0.9484536082474226,0.9520000000000001,0.5897435897435896,5,GunPoint,5.115781784057617,4.935264587402344e-05,0.05,1.5,0.5,20,0.06
0,0.645,0.8666666666666667,0.89,0.9270833333333334,0.748,0.11938430470578214,6,GunPoint,6.230182886123657,5.125999450683594e-05,0.05,1.5,0.5,20,0.06
0,0.515,0.8,0.83,0.8877005347593583,0.7219999999999999,0.07650836640505125,7,GunPoint,5.216861724853516,0.0001609325408935547,0.05,1.5,0.5,20,0.06
0,0.55,0.8666666666666667,0.9,0.9278350515463918,0.704,0.09539578393494055,8,GunPoint,4.917650461196899,4.601478576660156e-05,0.05,1.5,0.5,20,0.06
0,0.645,0.8666666666666667,0.89,0.9270833333333334,0.882,0.3341476693241399,9,GunPoint,6.663621187210083,5.364418029785156e-05,0.05,1.5,0.5,20,0.06
0,0.541747572815534,0.8518518518518519,0.883495145631068,0.9191919191919192,0.5631067961165048,0.06621385802659777,0,Ham,20.767560243606567,6.175041198730469e-05,0.05,1.5,0.5,20,0.06
0,0.6271844660194175,0.8333333333333334,0.8543689320388349,0.9072164948453608,0.574757281553398,0.09735567002880909,1,Ham,22.256505012512207,5.6743621826171875e-05,0.05,1.5,0.5,20,0.06
0,0.541747572815534,0.8518518518518519,0.883495145631068,0.9191919191919192,0.4174757281553398,0.03971363076160146,2,Ham,20.930070400238037,5.936622619628906e-05,0.05,1.5,0.5,20,0.06
0,0.5563106796116505,0.8796296296296297,0.912621359223301,0.9353233830845772,0.5242718446601942,0.0782144441318268,3,Ham,21.689176559448242,5.626678466796875e-05,0.05,1.5,0.5,20,0.06
0,0.5368932038834952,0.8425925925925926,0.8737864077669902,0.9137055837563451,0.5300970873786407,0.24045798251418407,4,Ham,17.891345977783203,5.5789947509765625e-05,0.05,1.5,0.5,20,0.06
0,0.49320388349514566,0.7592592592592593,0.7864077669902912,0.8617021276595745,0.5242718446601942,0.05917555710602599,5,Ham,19.80526328086853,7.796287536621094e-05,0.05,1.5,0.5,20,0.06
0,0.4077669902912621,0.7777777777777778,0.8155339805825242,0.8749999999999999,0.6330097087378641,0.05653102797997563,6,Ham,18.69079041481018,5.4836273193359375e-05,0.05,1.5,0.5,20,0.06
0,0.512621359223301,0.7962962962962963,0.8252427184466019,0.8854166666666667,0.5009708737864078,0.056519923272757996,7,Ham,24.310203790664673,6.532669067382812e-05,0.05,1.5,0.5,20,0.06
0,0.4368932038834951,0.8333333333333334,0.8737864077669902,0.909090909090909,0.27766990291262134,0.029988054651661433,8,Ham,19.821661710739136,5.7697296142578125e-05,0.05,1.5,0.5,20,0.06
0,0.4223300970873786,0.8055555555555556,0.8446601941747572,0.8923076923076922,0.4058252427184466,0.03581270106611803,9,Ham,24.120018482208252,5.91278076171875e-05,0.05,1.5,0.5,20,0.06
0,0.42857142857142855,0.8148148148148148,0.8571428571428571,0.8979591836734694,0.2824675324675324,0.03166400542137838,0,Herring,14.286019086837769,5.125999450683594e-05,0.05,1.5,0.5,20,0.06
0,0.711038961038961,0.9012345679012346,0.922077922077922,0.9466666666666667,0.6396103896103895,0.110572193235277,1,Herring,13.726369619369507,4.4345855712890625e-05,0.05,1.5,0.5,20,0.06
0,0.44805194805194803,0.8518518518518519,0.8961038961038961,0.9199999999999999,0.672077922077922,0.06681503385518667,2,Herring,20.66914415359497,4.76837158203125e-05,0.05,1.5,0.5,20,0.06
0,0.3961038961038961,0.7530864197530864,0.7922077922077922,0.8591549295774646,0.39285714285714285,0.03743394403823213,3,Herring,14.912891864776611,4.553794860839844e-05,0.05,1.5,0.5,20,0.06
0,0.5665584415584415,0.8518518518518519,0.8831168831168831,0.918918918918919,0.44480519480519476,0.06237169094195992,4,Herring,15.773322105407715,4.315376281738281e-05,0.05,1.5,0.5,20,0.06
0,0.5535714285714286,0.8271604938271605,0.8571428571428571,0.904109589041096,0.5616883116883117,0.052470460478627454,5,Herring,15.26063847541809,4.315376281738281e-05,0.05,1.5,0.5,20,0.06
0,0.42857142857142855,0.8148148148148148,0.8571428571428571,0.8979591836734694,0.4480519480519481,0.04926853742758738,6,Herring,21.051957607269287,4.673004150390625e-05,0.05,1.5,0.5,20,0.06
0,0.5665584415584415,0.8518518518518519,0.8831168831168831,0.918918918918919,0.4675324675324675,0.05474657179727162,7,Herring,16.61081337928772,4.410743713378906e-05,0.05,1.5,0.5,20,0.06
0,0.5665584415584415,0.8518518518518519,0.8831168831168831,0.918918918918919,0.698051948051948,0.08768242579289781,8,Herring,17.19619393348694,6.556510925292969e-05,0.05,1.5,0.5,20,0.06
0,0.5535714285714286,0.8271604938271605,0.8571428571428571,0.904109589041096,0.48376623376623373,0.09570464817440624,9,Herring,22.985898733139038,4.267692565917969e-05,0.05,1.5,0.5,20,0.06
0,0.3698630136986301,0.7105263157894737,0.7397260273972602,0.8307692307692308,0.4155251141552511,0.03185345144548181,0,Lightning2,22.519686698913574,4.8160552978515625e-05,0.05,1.5,0.5,20,0.06
0,0.3767123287671233,0.7236842105263158,0.7534246575342466,0.8396946564885496,0.5844748858447488,0.04443996453800376,1,Lightning2,21.206787586212158,5.078315734863281e-05,0.05,1.5,0.5,20,0.06
0,0.7853881278538812,0.8947368421052632,0.9041095890410958,0.9428571428571428,0.8447488584474887,0.6894394394394394,2,Lightning2,35.04758620262146,6.103515625e-05,0.05,1.5,0.5,20,0.06
0,0.54337899543379,0.7368421052631579,0.7534246575342466,0.8461538461538461,0.452054794520548,0.0349150514251179,3,Lightning2,37.11129283905029,4.696846008300781e-05,0.05,1.5,0.5,20,0.06
0,0.5707762557077626,0.7894736842105263,0.8082191780821918,0.880597014925373,0.5753424657534247,0.04433072759640509,4,Lightning2,29.71807885169983,4.863739013671875e-05,0.05,1.5,0.5,20,0.06
0,0.4315068493150685,0.8289473684210527,0.863013698630137,0.906474820143885,0.6757990867579908,0.05449069876374726,5,Lightning2,22.881366968154907,4.9114227294921875e-05,0.05,1.5,0.5,20,0.06
0,0.730593607305936,0.7894736842105263,0.7945205479452054,0.8787878787878787,0.8264840182648402,0.09832251082251081,6,Lightning2,20.825456142425537,5.245208740234375e-05,0.05,1.5,0.5,20,0.06
0,0.7374429223744292,0.8026315789473685,0.8082191780821918,0.8872180451127819,0.6575342465753424,0.07442261128701806,7,Lightning2,35.78893566131592,4.482269287109375e-05,0.05,1.5,0.5,20,0.06
0,0.4178082191780822,0.8026315789473685,0.8356164383561644,0.8905109489051095,0.4703196347031964,0.03393517052053637,8,Lightning2,36.77262544631958,4.9591064453125e-05,0.05,1.5,0.5,20,0.06
0,0.7374429223744292,0.8026315789473685,0.8082191780821918,0.8872180451127819,0.6575342465753424,0.14733352278109313,9,Lightning2,30.158693075180054,4.935264587402344e-05,0.05,1.5,0.5,20,0.06
0,0.7127534468775345,0.9292649098474342,0.9532846715328467,0.9624170965364774,0.8217761557177615,0.3176567657566603,0,MoteStrain,232.59508061408997,0.0006139278411865234,0.05,1.5,0.5,20,0.06
0,0.759529602595296,0.9431345353675451,0.9635036496350365,0.9698750918442323,0.8497161394971615,0.5135074765148855,1,MoteStrain,150.5239691734314,0.0007116794586181641,0.05,1.5,0.5,20,0.06
0,0.6593876723438767,0.9278779472954231,0.9576642335766423,0.9618768328445747,0.8682481751824817,0.3592431537960803,2,MoteStrain,83.4063732624054,0.0007283687591552734,0.05,1.5,0.5,20,0.06
0,0.6652270884022708,0.9389736477115118,0.9693430656934306,0.9679300291545189,0.8644363341443634,0.29225414287521173,3,MoteStrain,99.04698657989502,0.0009326934814453125,0.05,1.5,0.5,20,0.06
0,0.6359894566098946,0.9334257975034674,0.9664233576642336,0.9650145772594751,0.8293187347931873,0.3333363219963101,4,MoteStrain,87.74201774597168,0.0006422996520996094,0.05,1.5,0.5,20,0.06
0,0.7032441200324412,0.9361997226074896,0.962043795620438,0.966275659824047,0.8194647201946472,0.37325688771979487,5,MoteStrain,231.00187826156616,0.0007824897766113281,0.05,1.5,0.5,20,0.06
0,0.7003244120032441,0.9306518723994452,0.9562043795620438,0.9632352941176471,0.9171127331711273,0.3548379123671277,6,MoteStrain,149.55662274360657,0.0007050037384033203,0.05,1.5,0.5,20,0.06
0,0.7288321167883212,0.9348127600554785,0.9576642335766423,0.9654157468727006,0.8357258718572587,0.36354786744218115,7,MoteStrain,91.94368553161621,0.0013802051544189453,0.05,1.5,0.5,20,0.06
0,0.6740064882400649,0.9306518723994452,0.9591240875912409,0.9633431085043989,0.8341443633414436,0.38276697406863947,8,MoteStrain,94.66383361816406,0.0007958412170410156,0.05,1.5,0.5,20,0.06
0,0.74272100567721,0.9361997226074896,0.9576642335766423,0.9661266568483062,0.8725466342254663,0.42753889181216115,9,MoteStrain,89.81551384925842,0.0007033348083496094,0.05,1.5,0.5,20,0.06
0,0.5826210826210827,0.907859078590786,0.9430199430199431,0.9511494252873562,0.8463121240899019,0.1896717483612752,0,Strawberry,131.20715498924255,0.00015091896057128906,0.05,1.5,0.5,20,0.06
0,0.707977207977208,0.94579945799458,0.9715099715099715,0.9715099715099715,0.8801836024058245,0.4379348362427251,1,Strawberry,91.4943516254425,0.00015163421630859375,0.05,1.5,0.5,20,0.06
0,0.809116809116809,0.9376693766937669,0.9515669515669516,0.9667149059334298,0.9091484647040203,0.4728455670798873,2,Strawberry,74.08220672607422,0.0001709461212158203,0.05,1.5,0.5,20,0.06
0,0.7564102564102564,0.9376693766937669,0.9572649572649573,0.9669064748201439,0.955207344096233,0.4373111006436815,3,Strawberry,65.78359818458557,0.00015020370483398438,0.05,1.5,0.5,20,0.06
0,0.6595441595441596,0.9539295392953929,0.9857549857549858,0.9760225669957687,0.8933206710984489,0.4202208042940779,4,Strawberry,45.187140226364136,0.00015807151794433594,0.05,1.5,0.5,20,0.06
0,0.631054131054131,0.8997289972899729,0.9287749287749287,0.9462989840348331,0.8757518201962646,0.20993181122890933,5,Strawberry,132.2468400001526,0.00022554397583007812,0.05,1.5,0.5,20,0.06
0,0.6103988603988604,0.9105691056910569,0.9430199430199431,0.9525179856115108,0.8094333649889205,0.1712127551361828,6,Strawberry,85.53952670097351,0.00016260147094726562,0.05,1.5,0.5,20,0.06
0,0.7492877492877493,0.924119241192412,0.9430199430199431,0.9594202898550724,0.9265590376701488,0.2662996021854243,7,Strawberry,87.00276374816895,0.00040149688720703125,0.05,1.5,0.5,20,0.06
0,0.7856125356125356,0.943089430894309,0.9601139601139601,0.9697841726618704,0.9539411206077871,0.415513940000604,8,Strawberry,68.74866962432861,0.00016689300537109375,0.05,1.5,0.5,20,0.06
0,0.6524216524216524,0.940379403794038,0.9715099715099715,0.9687499999999999,0.9393795504906616,0.3573430156162969,9,Strawberry,36.13311505317688,0.00019240379333496094,0.05,1.5,0.5,20,0.06
0,0.55,0.7891156462585034,0.8142857142857143,0.8803088803088803,0.8020408163265306,0.11497419904114375,0,ToeSegmentation1,33.802987813949585,7.176399230957031e-05,0.05,1.5,0.5,20,0.06
0,0.6428571428571428,0.8367346938775511,0.8571428571428571,0.909090909090909,0.7887755102040817,0.151698858464161,1,ToeSegmentation1,28.78725838661194,7.510185241699219e-05,0.05,1.5,0.5,20,0.06
0,0.6392857142857142,0.8299319727891157,0.85,0.9049429657794678,0.8591836734693877,0.13724834183867796,2,ToeSegmentation1,25.527852773666382,7.987022399902344e-05,0.05,1.5,0.5,20,0.06
0,0.6214285714285714,0.7959183673469388,0.8142857142857143,0.8837209302325583,0.8336734693877551,0.1189422840312042,3,ToeSegmentation1,22.47980570793152,0.000110626220703125,0.05,1.5,0.5,20,0.06
0,0.7714285714285715,0.8231292517006803,0.8285714285714286,0.8992248062015504,0.7969387755102041,0.23004086586187766,4,ToeSegmentation1,28.985674619674683,7.128715515136719e-05,0.05,1.5,0.5,20,0.06
0,0.7857142857142857,0.8503401360544217,0.8571428571428571,0.916030534351145,0.8438775510204081,0.25877746771513443,5,ToeSegmentation1,25.246189832687378,6.890296936035156e-05,0.05,1.5,0.5,20,0.06
0,0.5892857142857143,0.8639455782312925,0.8928571428571429,0.9259259259259259,0.5724489795918368,0.07028410042194311,6,ToeSegmentation1,18.365403652191162,8.368492126464844e-05,0.05,1.5,0.5,20,0.06
0,0.5821428571428571,0.8503401360544217,0.8785714285714286,0.917910447761194,0.7326530612244898,0.1378790042012116,7,ToeSegmentation1,27.855820178985596,7.653236389160156e-05,0.05,1.5,0.5,20,0.06
0,0.65,0.8503401360544217,0.8714285714285714,0.9172932330827068,0.7295918367346939,0.11521424729186196,8,ToeSegmentation1,21.84465527534485,7.390975952148438e-05,0.05,1.5,0.5,20,0.06
0,0.6678571428571428,0.8843537414965986,0.9071428571428571,0.9372693726937269,0.736734693877551,0.11629917149777906,9,ToeSegmentation1,19.37497043609619,7.224082946777344e-05,0.05,1.5,0.5,20,0.06
0,0.7567204301075269,0.8384615384615385,0.8467741935483871,0.9090909090909091,0.7526881720430108,0.10435047842206174,0,ToeSegmentation2,31.204359769821167,6.866455078125e-05,0.05,1.5,0.5,20,0.06
